,maker,model,specific_model,year,mpg,type,transmission,warranty,engine,seats,cylinders,drivetype,fuel,displacement,power,torque,price,bluetooth,heatseat,navigation,label
497,Ford,F-350 Super Duty,2015 F-350 Super Duty Crew Cab,2015,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$35,730 ",        No,        No,        No,18
498,Ford,F-150,2014 F-150 SVT Raptor,2014, 11/16 mpg,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,V8, Four Wheel Drive, Regular unleaded, 6.2 L, 411 hp @ 5500 rpm, 434 ft-lbs. @ 4500 rpm,"$44,995 ",        Yes,        No,        Yes,18
499,Ford,F-150,2016 F-150 SuperCab,2016, 18/25 mpg,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V6, Rear Wheel Drive, Flex-fuel (FFV), 3.5 L, 282 hp @ 6250 rpm, 253 ft-lbs. @ 4250 rpm,"$30,375 ",        No,        No,        No,21
500,Ford,F-150,2014 F-150 SuperCab,2014, 17/23 mpg,Truck, 6-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V6, Rear Wheel Drive, Flex-fuel (FFV), 3.7 L, 302 hp @ 6500 rpm, 278 ft-lbs. @ 4000 rpm,"$28,940 ",        No,        No,        No,21
501,Ford,F-150,2015 F-150 SuperCab,2015, 18/25 mpg,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V6, Rear Wheel Drive, Flex-fuel (FFV), 3.5 L, 282 hp @ 6250 rpm, 253 ft-lbs. @ 4250 rpm,"$30,090 ",        No,        No,        No,21
502,Ford,F-350 Super Duty,2015 F-350 Super Duty Regular Cab,2015,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),3,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$32,130 ",        No,        No,        No,18
503,Ford,F-350 Super Duty,2014 F-350 Super Duty Crew Cab,2014,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$34,530 ",        No,        No,        No,18
504,Ford,F-250 Super Duty,2016 F-250 Super Duty Crew Cab,2016,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$35,980 ",        No,        No,        No,18
505,Ford,F-250 Super Duty,2017 F-250 Super Duty Crew Cab,2017,Not Available,Truck,Not Available,Not Available, Gas,Not Available,Not Available, Four Wheel Drive, Regular unleaded,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13
506,Ford,F-350 Super Duty,2015 F-350 Super Duty SuperCab,2015,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$34,330 ",        No,        No,        No,18
507,Ford,F-350 Super Duty,2014 F-350 Super Duty SuperCab,2014,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$33,130 ",        No,        No,        No,18
508,Ford,F-350 Super Duty,2014 F-350 Super Duty Regular Cab,2014,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),3,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$30,930 ",        No,        No,        No,18
509,Ford,F-350 Super Duty,2016 F-350 Super Duty SuperCab,2016,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$35,480 ",        No,        No,        No,18
510,Ford,F-250 Super Duty,2015 F-250 Super Duty Crew Cab,2015,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$34,830 ",        No,        No,        No,18
511,Ford,F-250 Super Duty,2014 F-250 Super Duty SuperCab,2014,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$32,230 ",        No,        No,        No,18
512,Ford,F-250 Super Duty,2014 F-250 Super Duty Crew Cab,2014,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.2 L, 385 hp @ 5500 rpm, 405 ft-lbs. @ 4500 rpm,"$33,630 ",        No,        No,        No,18
513,Ford,Fiesta,2016 Fiesta ST,2016, 26/35 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 197 hp @ 6000 rpm, 202 ft-lbs. @ 4200 rpm,"$21,460 ",        Yes,        Yes,        No,4
514,Ford,F-450 Super Duty,2014 F-450 Super Duty Crew Cab,2014,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Diesel,6,V8, Four Wheel Drive, Diesel, 6.7 L, 400 hp @ 2800 rpm, 800 ft-lbs. @ 1600 rpm,"$50,560 ",        No,        No,        No,28
515,Ford,F-150,2017 F-150 SuperCrew,2017,Not Available,Truck,Not Available,Not Available, Gas,Not Available,Not Available, Four Wheel Drive, Regular unleaded,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13
516,Ford,F-450 Super Duty,2015 F-450 Super Duty Crew Cab,2015,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Diesel,6,V8, Four Wheel Drive, Diesel, 6.7 L, 440 hp @ 2800 rpm, 860 ft-lbs. @ 1600 rpm,"$51,910 ",        No,        No,        No,28
517,Ford,F-150,2016 F-150 SuperCrew,2016, 18/25 mpg,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V6, Rear Wheel Drive, Flex-fuel (FFV), 3.5 L, 282 hp @ 6250 rpm, 253 ft-lbs. @ 4250 rpm,"$32,830 ",        No,        No,        No,21
518,Ford,Fiesta,2014 Fiesta ST,2014, 26/35 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 197 hp @ 6000 rpm, 214 ft-lbs. @ 2500 rpm,"$21,400 ",        Yes,        Yes,        Yes,4
519,Ford,Fiesta,2015 Fiesta ST,2015, 26/35 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 197 hp @ 6000 rpm, 202 ft-lbs. @ 4200 rpm,"$21,435 ",        Yes,        Yes,        Yes,4
520,Ford,F-150,2015 F-150 SuperCrew,2015, 18/25 mpg,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V6, Rear Wheel Drive, Flex-fuel (FFV), 3.5 L, 282 hp @ 6250 rpm, 253 ft-lbs. @ 4250 rpm,"$32,545 ",        No,        No,        No,21
521,Ford,F-150,2014 F-150 SuperCrew,2014, 17/23 mpg,Truck, 6-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V6, Rear Wheel Drive, Flex-fuel (FFV), 3.7 L, 302 hp @ 6500 rpm, 278 ft-lbs. @ 4000 rpm,"$32,590 ",        No,        No,        No,21
522,Ford,Fiesta,2015 Fiesta Hatchback,2015, 28/36 mpg,Hatchback, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 120 hp @ 6350 rpm, 112 ft-lbs. @ 5000 rpm,"$14,855 ",        Yes,        No,        Yes,4
523,Ford,Fiesta,2014 Fiesta Hatchback,2014, 28/36 mpg,Hatchback, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 120 hp @ 6350 rpm, 112 ft-lbs. @ 5000 rpm,"$14,600 ",        Yes,        No,        Yes,4
524,Ford,Flex,2015 Flex Wagon,2015, 18/25 mpg,Wagon, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 287 hp @ 6500 rpm, 254 ft-lbs. @ 4000 rpm,"$29,100 ",        Yes,        No,        Yes,27
525,Ford,Fiesta,2014 Fiesta Sedan,2014, 28/36 mpg,Sedan, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 120 hp @ 6350 rpm, 112 ft-lbs. @ 5000 rpm,"$14,100 ",        Yes,        No,        Yes,0
526,Ford,Flex,2014 Flex Wagon,2014, 18/25 mpg,Wagon, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 287 hp @ 6500 rpm, 254 ft-lbs. @ 4000 rpm,"$29,015 ",        Yes,        No,        Yes,27
527,Ford,Focus,2015 Focus Sedan,2015, 26/36 mpg,Sedan, 5-speed Manual, 3 Yr./ 36000 Mi., Flex-fuel (ffv),5,Inline 4, Front Wheel Drive, Flex-fuel (FFV), 2.0 L, 160 hp @ 6500 rpm, 146 ft-lbs. @ 4450 rpm,"$17,170 ",        Yes,        No,        No,0
528,Ford,Focus RS,2016 Focus RS Hatchback,2016,Not Available,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (recommended), 2.3 L, 350 hp @ 6000 rpm, 350 ft-lbs. @ 3200 rpm,"$35,730 ",        Yes,        Yes,        No,4
529,Ford,Focus,2015 Focus Hatchback,2015, 26/36 mpg,Hatchback, 5-speed Manual, 3 Yr./ 36000 Mi., Flex-fuel (ffv),5,Inline 4, Front Wheel Drive, Flex-fuel (FFV), 2.0 L, 160 hp @ 6500 rpm, 146 ft-lbs. @ 4450 rpm,"$18,960 ",        Yes,        Yes,        No,4
530,Ford,Focus,2014 Focus Sedan,2014, 26/36 mpg,Sedan, 5-speed Manual, 3 Yr./ 36000 Mi., Flex-fuel (ffv),5,Inline 4, Front Wheel Drive, Flex-fuel (FFV), 2.0 L, 160 hp @ 6500 rpm, 146 ft-lbs. @ 4450 rpm,"$16,810 ",        No,        No,        No,0
531,Ford,Focus,2015 Focus Electric,2015, 110/99 mpg,Hatchback, 1-speed Direct Drive, 3 Yr./ 36000 Mi., Electric,5,Not Available, Front Wheel Drive,Not Available,Not Available,Not Available,Not Available,"$29,170 ",        Yes,        Yes,        Yes,12
532,Ford,Focus,2016 Focus Electric,2016, 110/99 mpg,Hatchback, 1-speed Direct Drive, 3 Yr./ 36000 Mi., Electric,5,Not Available, Front Wheel Drive,Not Available,Not Available,Not Available,Not Available,"$29,170 ",        Yes,        Yes,        Yes,12
533,Ford,Focus,2014 Focus Electric,2014, 110/99 mpg,Hatchback, 1-speed Direct Drive, 3 Yr./ 36000 Mi., Electric,5,Not Available, Front Wheel Drive,Not Available,Not Available,Not Available,Not Available,"$29,170 ",        Yes,        Yes,        Yes,12
534,Ford,Focus,2014 Focus Hatchback,2014, 26/36 mpg,Hatchback, 5-speed Manual, 3 Yr./ 36000 Mi., Flex-fuel (ffv),5,Inline 4, Front Wheel Drive, Flex-fuel (FFV), 2.0 L, 160 hp @ 6500 rpm, 146 ft-lbs. @ 4450 rpm,"$19,115 ",        Yes,        Yes,        No,4
535,Ford,Edge,2015 Edge SUV,2015, 20/30 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 2.0 L, 245 hp @ 5500 rpm, 275 ft-lbs. @ 3000 rpm,"$28,100 ",        Yes,        No,        No,0
536,Ford,Escape,2017 Escape SUV,2017,Not Available,SUV,Not Available,Not Available, Gas,Not Available,Not Available, Front Wheel Drive, Regular unleaded,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3
537,Ford,Escape,2016 Escape SUV,2016, 22/31 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 168 hp @ 6000 rpm, 170 ft-lbs. @ 4500 rpm,"$23,590 ",        Yes,        No,        No,0
538,Ford,Escape,2015 Escape SUV,2015, 22/31 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 168 hp @ 6000 rpm, 170 ft-lbs. @ 4500 rpm,"$23,450 ",        Yes,        No,        Yes,0
539,Ford,Edge,2014 Edge SUV,2014, 19/27 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 285 hp @ 6500 rpm, 253 ft-lbs. @ 4000 rpm,"$28,100 ",        No,        No,        No,2
540,Ford,Edge,2016 Edge SUV,2016, 20/30 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 2.0 L, 245 hp @ 5500 rpm, 275 ft-lbs. @ 3000 rpm,"$28,700 ",        Yes,        No,        No,0
541,Ford,Escape,2014 Escape SUV,2014, 22/31 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 168 hp @ 6000 rpm, 170 ft-lbs. @ 4500 rpm,"$23,100 ",        Yes,        No,        Yes,0
542,Ford,E-Series Wagon,2014 E-Series Wagon Van,2014, 13/16 mpg,Van, 4-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),8,V8, Rear Wheel Drive, Flex-fuel (FFV), 4.6 L, 225 hp @ 4800 rpm, 286 ft-lbs. @ 3500 rpm,"$30,230 ",        No,        No,        No,20
543,Ford,C-Max Energi,2015 C-Max Energi Wagon,2015,Not Available,Wagon, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Hybrid,5,Inline 4, Front Wheel Drive,Not Available, 2.0 L, 188 hp @ 6000 rpm, 129 ft-lbs. @ 4000 rpm,"$31,770 ",        Yes,        Yes,        Yes,1
544,Ford,C-Max Energi,2016 C-Max Energi Wagon,2016,Not Available,Wagon, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Hybrid,5,Inline 4, Front Wheel Drive,Not Available, 2.0 L, 188 hp @ 6000 rpm, 129 ft-lbs. @ 4000 rpm,"$31,770 ",        Yes,        Yes,        No,1
545,Ford,C-Max Energi,2014 C-Max Energi Wagon,2014,Not Available,Wagon, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Hybrid,5,Inline 4, Front Wheel Drive,Not Available, 2.0 L, 188 hp @ 6000 rpm, 129 ft-lbs. @ 4000 rpm,"$31,635 ",        Yes,        Yes,        Yes,1
546,Ford,C-Max Hybrid,2016 C-Max Hybrid Wagon,2016, 42/37 mpg,Wagon, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 188 hp @ 6000 rpm, 129 ft-lbs. @ 4000 rpm,"$24,170 ",        Yes,        Yes,        No,1
547,Ford,C-Max Hybrid,2015 C-Max Hybrid Wagon,2015, 42/37 mpg,Wagon, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 188 hp @ 6000 rpm, 129 ft-lbs. @ 4000 rpm,"$24,170 ",        Yes,        Yes,        No,1
548,Ford,C-Max Hybrid,2014 C-Max Hybrid Wagon,2014, 42/37 mpg,Wagon, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 188 hp @ 6000 rpm, 129 ft-lbs. @ 4000 rpm,"$24,170 ",        Yes,        Yes,        No,1
549,Ford,E-Series Van,2014 E-Series Van ,2014,Not Available,Van, 4-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),2,V8, Rear Wheel Drive, Flex-fuel (FFV), 4.6 L, 225 hp @ 4800 rpm, 286 ft-lbs. @ 3500 rpm,"$28,600 ",        No,        No,        No,20
550,Ford,Expedition,2018 Expedition SUV,2018,Not Available,SUV,Not Available,Not Available, Gas,Not Available,Not Available, Rear Wheel Drive, Regular unleaded,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3
551,Ford,Expedition,2015 Expedition SUV,2015, 16/22 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,8,V6, Rear Wheel Drive, Regular unleaded, 3.5 L, 365 hp @ 5000 rpm, 420 ft-lbs. @ 2250 rpm,"$44,585 ",        Yes,        Yes,        No,2
552,Ford,Expedition,2016 Expedition SUV,2016, 16/22 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,8,V6, Rear Wheel Drive, Regular unleaded, 3.5 L, 365 hp @ 5000 rpm, 420 ft-lbs. @ 2250 rpm,"$45,435 ",        Yes,        Yes,        No,2
553,Ford,Expedition,2014 Expedition SUV,2014, 14/20 mpg,SUV, 6-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),5,V8, Rear Wheel Drive, Flex-fuel (FFV), 5.4 L, 310 hp @ 5100 rpm, 365 ft-lbs. @ 3600 rpm,"$38,535 ",        No,        No,        No,17
554,GMC,Terrain,2016 Terrain SUV,2016, 22/32 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.4 L, 182 hp @ 6700 rpm, 172 ft-lbs. @ 4900 rpm,"$23,975 ",        Yes,        No,        Yes,0
555,GMC,Terrain,2015 Terrain SUV,2015, 22/32 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.4 L, 182 hp @ 6700 rpm, 172 ft-lbs. @ 4900 rpm,"$24,070 ",        Yes,        No,        Yes,0
556,GMC,Terrain,2014 Terrain SUV,2014, 22/32 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.4 L, 182 hp @ 6700 rpm, 172 ft-lbs. @ 4900 rpm,"$26,465 ",        Yes,        No,        No,0
557,GMC,Yukon XL,2016 Yukon XL SUV,2016, 16/23 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),8,V8, Rear Wheel Drive, Flex-fuel (FFV), 5.3 L, 355 hp @ 5600 rpm, 383 ft-lbs. @ 4100 rpm,"$50,865 ",        Yes,        No,        Yes,17
558,GMC,Yukon XL,2015 Yukon XL SUV,2015, 16/23 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),8,V8, Rear Wheel Drive, Flex-fuel (FFV), 5.3 L, 355 hp @ 5600 rpm, 383 ft-lbs. @ 4100 rpm,"$50,440 ",        Yes,        No,        Yes,17
559,GMC,Yukon XL,2014 Yukon XL SUV,2014, 15/21 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),8,V8, Rear Wheel Drive, Flex-fuel (FFV), 5.3 L, 320 hp @ 5400 rpm, 335 ft-lbs. @ 4000 rpm,"$47,925 ",        Yes,        No,        Yes,17
560,GMC,Yukon,2015 Yukon SUV,2015, 16/23 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),8,V8, Rear Wheel Drive, Flex-fuel (FFV), 5.3 L, 355 hp @ 5600 rpm, 383 ft-lbs. @ 4100 rpm,"$47,740 ",        Yes,        No,        Yes,17
561,GMC,Sierra 3500HD,2014 Sierra 3500HD Crew Cab,2014,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.0 L, 322 hp @ 4400 rpm, 380 ft-lbs. @ 4200 rpm,"$37,365 ",        No,        No,        No,18
562,GMC,Sierra 3500HD,2015 Sierra 3500HD Crew Cab,2015,Not Available,Truck, 6-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.0 L, 360 hp @ 5400 rpm, 380 ft-lbs. @ 4200 rpm,"$38,855 ",        No,        No,        No,18
563,GMC,Yukon,2016 Yukon SUV,2016, 16/23 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),8,V8, Rear Wheel Drive, Flex-fuel (FFV), 5.3 L, 355 hp @ 5600 rpm, 383 ft-lbs. @ 4100 rpm,"$48,165 ",        Yes,        No,        Yes,17
564,GMC,Sierra 3500HD,2015 Sierra 3500HD Double Cab,2015,Not Available,Truck, 6-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),6,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.0 L, 360 hp @ 5400 rpm, 380 ft-lbs. @ 4200 rpm,"$37,620 ",        No,        No,        No,18
565,GMC,Yukon,2014 Yukon SUV,2014, 15/21 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),8,V8, Rear Wheel Drive, Flex-fuel (FFV), 5.3 L, 320 hp @ 5400 rpm, 335 ft-lbs. @ 4000 rpm,"$44,455 ",        Yes,        No,        Yes,17
566,GMC,Sierra 3500HD,2015 Sierra 3500HD Regular Cab,2015,Not Available,Truck, 6-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),3,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.0 L, 360 hp @ 5400 rpm, 380 ft-lbs. @ 4200 rpm,"$34,295 ",        No,        No,        No,18
567,GMC,Sierra 3500HD,2014 Sierra 3500HD Regular Cab,2014,Not Available,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),3,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.0 L, 322 hp @ 4400 rpm, 380 ft-lbs. @ 4200 rpm,"$32,805 ",        No,        No,        No,18
568,GMC,Sierra 2500HD,2015 Sierra 2500HD Regular Cab,2015,Not Available,Truck, 6-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),3,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.0 L, 360 hp @ 5400 rpm, 380 ft-lbs. @ 4200 rpm,"$33,195 ",        No,        No,        No,18
569,GMC,Sierra 2500HD,2014 Sierra 2500HD Regular Cab,2014,Not Available,Truck, 6-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),3,V8, Rear Wheel Drive, Flex-fuel (FFV), 6.0 L, 360 hp @ 5400 rpm, 380 ft-lbs. @ 4200 rpm,"$31,310 ",        No,        No,        No,18
570,GMC,Sierra 1500,2016 Sierra 1500 Regular Cab,2016, 18/24 mpg,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),3,V6, Rear Wheel Drive, Flex-fuel (FFV), 4.3 L, 285 hp @ 5300 rpm, 305 ft-lbs. @ 3900 rpm,"$27,275 ",        No,        No,        No,21
571,GMC,Savana,2015 Savana Van,2015, 11/17 mpg,Van, 6-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),12,V8, Rear Wheel Drive, Flex-fuel (FFV), 4.8 L, 285 hp @ 5400 rpm, 295 ft-lbs. @ 4600 rpm,"$32,190 ",        No,        No,        Yes,20
572,GMC,Sierra 1500,2015 Sierra 1500 Regular Cab,2015, 18/24 mpg,Truck, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),3,V6, Rear Wheel Drive, Flex-fuel (FFV), 4.3 L, 285 hp @ 5300 rpm, 305 ft-lbs. @ 3900 rpm,"$26,670 ",        No,        No,        No,21
573,GMC,Savana Cargo,2015 Savana Cargo Diesel,2015,Not Available,Van, 6-speed Automatic, 3 Yr./ 36000 Mi., Diesel,2,V8, Rear Wheel Drive, Diesel, 6.6 L, 260 hp @ 3100 rpm, 525 ft-lbs. @ 1600 rpm,"$41,500 ",        No,        No,        No,19
574,GMC,Savana,2014 Savana Diesel,2014,Not Available,Van, 6-speed Automatic, 3 Yr./ 36000 Mi., Diesel,12,V8, Rear Wheel Drive, Diesel, 6.6 L, 260 hp @ 3100 rpm, 525 ft-lbs. @ 1600 rpm,"$47,100 ",        No,        No,        No,19
575,GMC,Savana Cargo,2014 Savana Cargo Diesel,2014,Not Available,Van, 6-speed Automatic, 3 Yr./ 36000 Mi., Diesel,2,V8, Rear Wheel Drive, Diesel, 6.6 L, 260 hp @ 3100 rpm, 525 ft-lbs. @ 1600 rpm,"$41,160 ",        No,        No,        No,19
576,GMC,Savana,2015 Savana Diesel,2015,Not Available,Van, 6-speed Automatic, 3 Yr./ 36000 Mi., Diesel,12,V8, Rear Wheel Drive, Diesel, 6.6 L, 260 hp @ 3100 rpm, 525 ft-lbs. @ 1600 rpm,"$47,425 ",        No,        No,        Yes,19
577,GMC,Savana,2014 Savana Van,2014, 13/17 mpg,Van, 4-speed Automatic, 3 Yr./ 36000 Mi., Flex-fuel (ffv),8,V8, Rear Wheel Drive, Flex-fuel (FFV), 5.3 L, 310 hp @ 5200 rpm, 334 ft-lbs. @ 4500 rpm,"$30,970 ",        No,        No,        No,-1
578,GMC,Acadia,2016 Acadia SUV,2016, 17/24 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,8,V6, Front Wheel Drive, Regular unleaded, 3.6 L, 281 hp @ 6300 rpm, 266 ft-lbs. @ 3400 rpm,"$30,975 ",        Yes,        No,        Yes,2
579,GMC,Canyon,2016 Canyon Extended Cab,2016, 19/26 mpg,Truck, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Regular unleaded, 2.5 L, 200 hp @ 6300 rpm, 191 ft-lbs. @ 4400 rpm,"$20,955 ",        No,        No,        No,5
580,GMC,Canyon,2015 Canyon Extended Cab,2015, 19/26 mpg,Truck, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Regular unleaded, 2.5 L, 200 hp @ 6300 rpm, 191 ft-lbs. @ 4400 rpm,"$20,995 ",        No,        No,        No,5
